"index";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"IPS_Panel";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
161;"Acer";"Notebook";17.3;"large";1080;1920;0;1;"Intel";"Core i5";1.6;4;"SSD";256;0;"Nvidia";" GeForce MX150";"windows";"3";42890;127
162;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";" Radeon 520";"windows";"2.13";38788;141
163;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";" GeForce GTX 1050 Ti";"windows";"2.5";57489;141
164;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 500";"windows";"2.1";18541;100
165;"MSI";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";"2.4";95851;141
166;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 505";"windows";"2.1";19368;100
167;"Dell";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";"2.56";56503;141
168;"Acer";"Notebook";17.3;"large";1080;1920;0;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";" GeForce MX150";"windows";"3";45501;127
169;"HP";"Notebook";13.3;"small";1080;1920;0;1;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";" UHD Graphics 620";"windows";"1.49";40173;166
170;"Huawei";"Ultrabook";13.0;"small";1440;2160;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.05";71875;200
171;"HP";"Notebook";17.3;"large";1080;1920;0;1;"Intel";"Core i5";2.5;6;"HDD";2048;0;"AMD";" Radeon 520";"windows";"2.71";37243;127
172;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"A6-Series 9220";2.9;4;"HDD";500;0;"AMD";" Radeon R4 Graphics";"N/A";"2.2";16464;100
173;"Toshiba";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"5.4";26054;100
174;"HP";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";"2.5";49177;127
175;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.3";24456;100
176;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"2.1";23923;100
177;"MSI";"Gaming";18.4;"large";1080;1920;0;0;"Intel";"Core i7";2.9;32;"Hybrid";512;1024;"Nvidia";" GTX 980 SLI";"windows";"4.4";149131;120
178;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"AMD";" R17M-M1-70";"windows";"1.90";43317;141
179;"HP";"2 in 1 Convertible";13.3;"small";2160;3840;1;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"1.29";79867;331
180;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";" Radeon 530";"linux";"2.02";55891;141
181;"Dell";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"1.23";74539;166
182;"Lenovo";"2 in 1 Convertible";13.9;"small";2160;3840;1;1;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";"1.4";98515;317
183;"Toshiba";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";"2.0";42251;100
184;"Xiaomi";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";" GeForce MX150";"N/A";"1.95";63883;141
185;"Dell";"Notebook";17.3;"large";1080;1920;1;0;"Intel";"Core i7";1.8;16;"SSD";512;0;"Nvidia";" GeForce 150MX";"windows";"2.77";82531;127
186;"Dell";"Notebook";15.6;"medium";2160;3840;1;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1050";"windows";"2.06";127712;282
187;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"N/A";"2.4";41505;141
188;"Acer";"Ultrabook";13.3;"small";1080;1920;0;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";" HD Graphics 615";"windows";"1.12";52694;166
189;"Dell";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";" Radeon 530";"windows";"2.8";57809;127
191;"Vero";"Notebook";14.0;"medium";1080;1920;0;1;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";"1.3";13853;157
192;"Xiaomi";"Ultrabook";13.3;"small";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce MX150";"N/A";"1.3";53275;166
193;"Lenovo";"Notebook";17.3;"large";900;1600;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";" GeForce MX150";"N/A";"2.8";37189;106
194;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";"1.62";44702;166
195;"HP";"Notebook";17.3;"large";1080;1920;0;1;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"windows";"2.5";48698;127
196;"Razer";"Gaming";17.3;"large";2160;3840;1;0;"Intel";"Core i7";2.9;32;"SSD";1024;0;"Nvidia";" GeForce GTX 1080";"windows";"3.49";324955;255
197;"HP";"Notebook";13.3;"small";1080;1920;0;0;"Intel";"Core i5";1.6;8;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";"1.49";51096;166
198;"HP";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"windows";"3.35";73473;127
199;"HP";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";" GeForce 930MX ";"windows";"2.5";55678;127
200;"Dell";"Gaming";15.6;"medium";2160;3840;0;1;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1060";"windows";"2.65";98302;282
201;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"2.1";26267;100
202;"Acer";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"windows";"2.23";39534;141
203;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1060";"windows";"3.2";93187;141
204;"Dell";"Workstation";15.6;"medium";2160;3840;0;0;"Intel";"Xeon E3-1505M";3.0;16;"Hybrid";256;1024;"Nvidia";" Quadro M1200";"windows";"2.8";162770;282
205;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1060";"N/A";"2.4";74485;141
206;"Dell";"Notebook";15.6;"medium";768;1366;1;0;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.3";23390;100
207;"Dell";"Ultrabook";13.3;"small";2160;3840;1;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"1.21";103843;331
208;"Dell";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"?";77203;166
210;"Acer";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";"2.4";41505;141
211;"Asus";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"windows";"2.9";74965;127
212;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";"2.1";18595;141
213;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"N/A";"2.2";29251;141
214;"Huawei";"Ultrabook";13.0;"small";1440;2160;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.05";79867;200
215;"Dell";"Ultrabook";13.3;"small";1080;1920;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";" Radeon 530";"windows";"1.4";49651;166
216;"Lenovo";"Notebook";17.3;"large";900;1600;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 940MX";"N/A";"2.8";31382;106
217;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";"1.63";54932;157
218;"Dell";"Ultrabook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"1.6";61219;157
219;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;0;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";"1.62";68145;166
220;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";" Radeon 520";"linux";"2.2";36089;141
221;"Lenovo";"2 in 1 Convertible";14.0;"medium";1080;1920;0;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"1.74";47899;157
222;"Toshiba";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.2";72621;166
223;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";"2.1";42304;141
224;"Dell";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";"4.42";130874;127
225;"Acer";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";"2.2";44329;141
226;"Dell";"Notebook";15.6;"medium";1080;1920;1;0;"Intel";"Core i7";2.7;16;"HDD";1024;0;"AMD";" Radeon R7 M445";"windows";"2.3";45768;141
227;"Asus";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 920MX ";"windows";"2";40972;141
228;"Asus";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i5";2.5;8;"Hybrid";256;500;"Nvidia";" GeForce GTX 950M";"windows";"2.69";47472;127
229;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";" FirePro W4190M ";"windows";"1.9";67612;141
230;"Asus";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.37";21258;100
231;"HP";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"E-Series 9000e";1.5;4;"HDD";500;0;"AMD";" Radeon R2";"windows";"2.1";17582;100
232;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";"3.2";79867;141
233;"Dell";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.6";45768;157
234;"Acer";"2 in 1 Convertible";13.3;"small";1080;1920;1;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.6";36710;166
235;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";" Radeon R7 M445";"linux";"2.36";47899;141
236;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"linux";"2.1";20779;100
237;"Asus";"Notebook";15.6;"medium";1080;1920;0;0;"AMD";"A10-Series A10-9620P";2.5;4;"Hybrid";128;1024;"AMD";" Radeon R5 M430";"windows";"2.2";30636;141
238;"Asus";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.9;32;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1080";"windows";"4.7";207259;127
239;"Acer";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";"2.5";45075;141
240;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;8;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"7.2";31382;100
241;"Asus";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"Nvidia";" GeForce 150MX";"windows";"2.1";61006;127
242;"Asus";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 950M";"N/A";"2.69";47366;127
243;"Dell";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";"2.56";46833;141
244;"Lenovo";"2 in 1 Convertible";13.9;"small";1080;1920;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.38";57489;158
245;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;2048;"AMD";" Radeon 530";"windows";"2.2";52481;141
246;"HP";"Notebook";15.6;"medium";768;1366;1;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.04";29784;100
247;"Asus";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.9;16;"SSD";256;0;"Nvidia";" GeForce GTX 1080";"windows";"3.6";159787;127
248;"HP";"Notebook";13.3;"small";1080;1920;0;1;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";" UHD Graphics 620";"windows";"1.49";35964;166
249;"Apple";"Ultrabook";13.3;"small";1600;2560;0;1;"Intel";"Core i5";3.1;8;"SSD";512;0;"Intel";" Iris Plus Graphics 650";"macos";"1.37";108691;227
250;"Dell";"2 in 1 Convertible";15.6;"medium";1080;1920;1;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";"2.08";43636;141
251;"Asus";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 980M";"windows";"4.3";95851;127
252;"Asus";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";" Radeon R5 M420";"windows";"1.68";24988;100
253;"Lenovo";"2 in 1 Convertible";13.9;"small";1080;1920;1;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";"1.37";98515;158
254;"Acer";"Notebook";17.3;"large";1080;1920;0;1;"Intel";"Core i3";2.7;4;"SSD";256;0;"Nvidia";" GeForce MX130";"windows";"3";37403;127
255;"Dell";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"1.41";50563;166
256;"HP";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"A6-Series A6-9220";2.5;8;"SSD";128;0;"AMD";" Radeon R4 Graphics";"windows";"1.91";23758;100
257;"HP";"Notebook";17.3;"large";1080;1920;0;1;"Intel";"Core i7";1.8;16;"HDD";1024;0;"Nvidia";" GeForce MX150";"windows";"2.9";56424;127
258;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";"4.14";133147;127
259;"Lenovo";"2 in 1 Convertible";15.6;"medium";1080;1920;1;1;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";" GeForce GTX 1050M";"windows";"2";90523;141
260;"Dell";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";" Radeon 530";"windows";"2.8";60846;127
261;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"Intel";" HD Graphics 520";"N/A";"2.2";23656;141
262;"HP";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"2.1";38468;141
263;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.18";35005;141
264;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";" Radeon R5 M430";"windows";"2.24";30103;141
265;"Dell";"2 in 1 Convertible";15.6;"medium";1080;1920;1;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"2.67";42571;141
266;"Asus";"2 in 1 Convertible";13.3;"small";1080;1920;1;0;"Intel";"Core i7";1.8;8;"SSD";512;512;"Intel";" UHD Graphics 620";"windows";"4.1";79867;166
268;"HP";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Nvidia";" GeForce 930MX ";"windows";"2.5";54239;127
269;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"2.05";46886;141
270;"Apple";"Ultrabook";13.3;"small";1600;2560;0;1;"Intel";"Core i5";2.9;8;"SSD";512;0;"Intel";" Iris Graphics 550";"macos";"1.37";104370;227
271;"Asus";"Gaming";17.3;"large";1080;1920;0;0;"AMD";"Ryzen 1700";3.0;16;"Hybrid";256;1024;"AMD";" Radeon RX 580";"windows";"3.2";82531;127
272;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";" Radeon 520";"linux";"2.14";39165;141
273;"Lenovo";"2 in 1 Convertible";14.0;"medium";1440;2560;1;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";" HD Graphics 520";"windows";"1.36";133147;210
274;"Toshiba";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i7";2.5;8;"HDD";500;0;"Nvidia";" GeForce 930M";"windows";"2.2";43263;100
275;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i7";2.7;12;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.3";37992;100
276;"Dell";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";" Radeon 530";"linux";"2.8";58555;127
277;"Acer";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Nvidia";" GeForce MX130";"windows";"2.2";39694;141
278;"Lenovo";"Notebook";17.3;"large";900;1600;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";"2.8";26054;106
279;"Lenovo";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i7";1.8;8;"HDD";2048;0;"Nvidia";" GeForce MX150";"N/A";"2.8";45235;127
280;"Lenovo";"Notebook";17.3;"large";900;1600;0;0;"Intel";"Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"windows";"2.8";45768;106
281;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M430";"linux";"2.25";22804;141
282;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";"2.5";44169;141
283;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;6;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.2";30849;141
284;"Acer";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";" GeForce MX150";"windows";"3";50669;141
285;"Acer";"Notebook";15.6;"medium";1080;1920;1;1;"Intel";"Core i7";2.7;12;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.15";35112;141
286;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 630";"windows";"1.95";58448;141
287;"Asus";"Ultrabook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";"1.7";52055;141
288;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";"2.5";62817;141
289;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"N/A";"2.2";35112;141
290;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.5;2;"SSD";16;0;"Intel";" HD Graphics";"other";"2.19";10603;100
291;"Asus";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";"3";63243;127
292;"HP";"Notebook";17.3;"large";900;1600;0;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";"2.54";26054;106
293;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";"2";97449;141
294;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"2.05";39374;141
295;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1060";"windows";"3.2";69211;141
296;"Acer";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050 Ti";"linux";"2.5";52161;141
297;"Dell";"Workstation";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.9;16;"SSD";256;0;"Nvidia";" Quadro M1200";"windows";"3.42";153705;127
298;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";1024;0;"AMD";" Radeon R5 430";"windows";"2.4";26587;141
299;"Asus";"Ultrabook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";" GeForce 940MX";"windows";"1.63";78215;141
300;"Asus";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";"1.3";27120;112
301;"Asus";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";"2.9";113060;127
302;"Lenovo";"Notebook";17.3;"large";900;1600;0;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Nvidia";" GeForce GTX 940M";"windows";"5.8";34579;106
303;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;8;"HDD";2048;0;"Nvidia";" GeForce 940MX";"N/A";"2.2";29251;100
304;"Asus";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";"2.5";67399;141
305;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 505";"N/A";"2.2";19180;100
306;"HP";"2 in 1 Convertible";13.3;"small";1080;1920;1;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.28";105228;166
307;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Nvidia";" GeForce 930M";"windows";"2.2";55571;141
308;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"windows";"2.3";43636;141
309;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";"1.86";24988;141
310;"Lenovo";"Notebook";13.3;"small";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.1";53227;166
311;"Dell";"Ultrabook";13.3;"small";2160;3840;1;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;"Intel";" UHD Graphics 620";"windows";"1.21";133147;331
312;"MSI";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";"2.8";111835;141
313;"Acer";"Notebook";15.6;"medium";1080;1920;0;0;"AMD";"A8-Series 7410";2.2;8;"SSD";256;0;"AMD";" Radeon R5";"windows";"2.23";24988;141
314;"Asus";"2 in 1 Convertible";11.6;"small";768;1366;1;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";"1.1";14652;135
315;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";" Radeon 530";"windows";"2.33";44968;141
316;"HP";"2 in 1 Convertible";13.3;"small";2160;3840;1;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;"Intel";" UHD Graphics 620";"windows";"1.29";130483;331
317;"Lenovo";"Notebook";13.3;"small";768;1366;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";" HD Graphics 510";"other";"1.45";24503;118
318;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.95";52214;157
